ID,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,Result
295,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,False
296,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,True
297,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,False
298,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,True
299,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,False
300,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,True
301,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,False
302,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,True
303,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,False
304,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,True
305,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,False
306,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,True
307,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,False
308,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,True
309,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,False
310,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,True
311,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,False
312,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,True
313,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,False
314,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,True
315,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,False
316,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,True
317,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,False
318,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,True
319,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,False
320,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,True
321,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,False
322,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,True
323,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,False
324,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,True
325,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,False
326,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,True
327,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,False
328,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,True
329,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,False
330,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,True
331,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,False
332,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,True
333,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,False
334,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,True
335,Never,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,False
336,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,True
337,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Never,False
338,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,True
339,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,False
340,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,True
341,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,False
342,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,True
343,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,False
344,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes,True
345,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,False
346,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,True
347,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,False
348,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,True
349,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,False
350,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,True
351,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,False
352,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,True
353,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Never,False
354,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,True
355,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,False
356,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,True
357,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,False
358,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,True
359,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,False
360,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,True
361,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,False
362,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,True
363,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,False
364,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,True
365,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,False
366,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,True
367,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,False
368,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,True
369,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,False
370,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,True
371,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,False
372,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,True
373,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,False
374,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,True
375,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,False
376,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,True
377,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,False
378,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,True
379,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,False
380,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,True
381,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,False
382,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,True
383,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,False
384,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,True
385,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,False
386,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,True
387,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,False
388,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,True
389,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Never,False
390,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,True
391,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,False
392,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,True
393,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,False
394,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,True
395,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,False
396,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,True
397,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,False
398,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,True
399,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,False
400,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,True
401,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,False
402,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,True
403,Never,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,False
404,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,True
405,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,False
406,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,True
407,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Never,False
408,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,True
409,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,False
410,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,True
411,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,False
412,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,True
413,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,False
414,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,True
415,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,False
416,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,True
417,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,False
418,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,True
419,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,False
420,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,True
421,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,False
422,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,True
423,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,False
424,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,True
425,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,False
426,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,True
427,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,False
428,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,True
429,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,False
430,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,True
431,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,False
432,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,True
433,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,False
434,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,True
435,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,False
436,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,True
437,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,False
438,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,True
439,Sometimes,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,False
440,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,True
441,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,False
442,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,True
